arm,pass,topology,scenario_id,agent,model,status,submitted,is_anomaly,outcome_score,fix_score,reasoning_score,tool_calls,in_tokens,cache_read_tokens,cache_write_tokens,out_tokens,cost_usd,wall_seconds
novice,p1,simple_bgp,simple-bgp-false-premise-peer-unreachable-novice,react-full,gpt-5,scored,True,False,1.0,,0.8666666666666667,9,4113,2432,0,2077,0.026215,184.1
novice,p1,simple_bgp,simple-bgp-false-premise-peer-unreachable-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,10,15,90755,15976,4144,0.150069,207.1
novice,p1,simple_bgp,simple-bgp-false-premise-prefix-not-advertised-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.8666666666666667,25,17,200124,32665,13357,0.383714,407.2
novice,p1,simple_bgp,simple-bgp-false-premise-prefix-not-advertised-novice,react-full,gpt-5,scored,True,False,1.0,,0.8666666666666667,9,2630,3968,0,2320,0.026984,158.1
novice,p1,simple_bgp,simple-bgp-false-premise-prefix-not-advertised-novice,sade,claude-sonnet-4-6,no_submission,False,,,,,33,37,386912,26466,9939,0.365269,317.1
novice,p1,simple_bgp,simple-bgp-false-premise-route-churn-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.8666666666666667,52,23,568428,66294,36255,0.963774,797.2
novice,p1,simple_bgp,simple-bgp-false-premise-route-churn-novice,react-full,gpt-5,scored,True,True,0.0,,0.20000000000000004,39,25990,77824,0,12823,0.170445,620.0
novice,p1,simple_bgp,simple-bgp-false-premise-route-churn-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9,31,32,364365,34231,14197,0.451471,396.6
novice,p1,simple_bgp,simple-bgp-false-premise-session-resetting-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.8333333333333334,53,23,600658,67137,30687,0.893115,695.0
novice,p1,simple_bgp,simple-bgp-false-premise-session-resetting-novice,react-full,gpt-5,scored,True,False,1.0,,0.8666666666666667,29,17509,83328,0,13753,0.169832,368.8
novice,p1,simple_bgp,simple-bgp-false-premise-session-resetting-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,27,29,324108,39548,16502,0.493939,447.9
novice,p1,simple_bgp,simple-bgp-false-premise-wan-link-down-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,1.0,13,11,51184,13468,2811,0.108832,188.4
novice,p1,simple_bgp,simple-bgp-false-premise-wan-link-down-novice,react-full,gpt-5,scored,True,False,1.0,,1.0,7,2757,3968,0,1923,0.023172,146.4
novice,p1,simple_bgp,simple-bgp-false-premise-wan-link-down-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,16,20,140117,20982,4588,0.190337,222.3
novice,p1,Kath2,kath2-false-premise-switch0-failed-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,0.7,,0.9666666666666667,26,13,148804,24844,8705,0.26998,309.9
novice,p1,Kath2,kath2-false-premise-switch0-failed-novice,react-full,gpt-5,scored,True,False,0.7,,0.9666666666666667,11,5730,16128,0,3867,0.047849,223.3
novice,p1,Kath2,kath2-false-premise-switch0-failed-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.8666666666666667,34,30,526058,56449,31767,0.847666,799.7
novice,p1,Kath4,kath4-false-premise-switch4-trunk-vlan-dropped-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,1.0,28,19,461118,49892,19536,0.621894,529.4
novice,p1,Kath4,kath4-false-premise-switch4-trunk-vlan-dropped-novice,react-full,gpt-5,scored,True,False,1.0,,0.9666666666666667,13,17056,105600,0,12225,0.15677,360.5
novice,p1,Kath4,kath4-false-premise-switch4-trunk-vlan-dropped-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,33,26,724270,184550,83396,2.163718,1606.3
novice,p2,dc_clos_bgp,dc-clos-false-premise-bgp-flapping-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.7666666666666666,63,22,706354,77128,40270,1.106217,827.4
novice,p2,dc_clos_bgp,dc-clos-false-premise-bgp-flapping-novice,react-full,gpt-5,scored,True,False,0.7,,0.7000000000000001,63,89130,130304,0,24986,0.377561,610.6
novice,p2,dc_clos_bgp,dc-clos-false-premise-bgp-flapping-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,17,20,150338,27462,7610,0.263244,277.6
novice,p2,dc_clos_bgp,dc-clos-false-premise-ecmp-polarized-novice,cc-baseline,claude-sonnet-4-6,scored,True,True,0.0,,0.6,29,20,349996,64807,46924,1.052921,919.2
novice,p2,dc_clos_bgp,dc-clos-false-premise-ecmp-polarized-novice,react-full,gpt-5,scored,True,True,0.0,,0.20000000000000004,11,4307,6912,0,5613,0.062378,188.7
novice,p2,dc_clos_bgp,dc-clos-false-premise-ecmp-polarized-novice,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.7333333333333334,22,27,264997,37367,20303,0.525237,511.9
novice,p2,dc_clos_bgp,dc-clos-false-premise-fabric-down-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9,32,18,186102,30976,14430,0.389446,369.9
novice,p2,dc_clos_bgp,dc-clos-false-premise-fabric-down-novice,react-full,gpt-5,scored,True,False,0.7,,0.9,1,730,2688,0,1315,0.014398,141.4
novice,p2,dc_clos_bgp,dc-clos-false-premise-fabric-down-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,11,16,110495,17593,3906,0.158716,210.1
novice,p2,dc_clos_bgp,dc-clos-false-premise-latency-spikes-novice,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,56,28,687383,62195,32277,0.924672,735.2
novice,p2,dc_clos_bgp,dc-clos-false-premise-latency-spikes-novice,react-full,gpt-5,scored,True,True,0.0,,0.16666666666666666,51,18170,123136,0,16519,0.203294,443.4
novice,p2,dc_clos_bgp,dc-clos-false-premise-latency-spikes-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,11,16,112974,15025,4284,0.155496,226.3
novice,p2,dc_clos_bgp,dc-clos-false-premise-leaf-flap-novice,cc-baseline,claude-sonnet-4-6,scored,True,True,0.0,,0.3,34,19,310371,58179,33713,0.818036,743.5
novice,p2,dc_clos_bgp,dc-clos-false-premise-leaf-flap-novice,react-full,gpt-5,scored,True,True,0.0,,0.4666666666666666,55,53887,200832,0,26059,0.353053,511.8
novice,p2,dc_clos_bgp,dc-clos-false-premise-leaf-flap-novice,sade,claude-sonnet-4-6,scored,True,False,0.7,,0.9333333333333332,25,31,292597,30275,8488,0.329699,321.9
novice,p2,dc_clos_bgp,dc-clos-false-premise-leaf-uplinks-down-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9,18,11,96461,31127,19067,0.432674,449.0
novice,p2,dc_clos_bgp,dc-clos-false-premise-leaf-uplinks-down-novice,react-full,gpt-5,scored,True,False,1.0,,0.9,14,7583,6400,0,4729,0.057569,199.0
novice,p2,dc_clos_bgp,dc-clos-false-premise-leaf-uplinks-down-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,12,18,140151,22653,8893,0.261424,309.2
novice,p2,dc_clos_bgp,dc-clos-false-premise-link-down-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.8333333333333334,38,14,210031,43255,16804,0.478312,413.1
novice,p2,dc_clos_bgp,dc-clos-false-premise-link-down-novice,react-full,gpt-5,scored,True,False,1.0,,0.9666666666666667,6,3892,2688,0,2932,0.034521,174.4
novice,p2,dc_clos_bgp,dc-clos-false-premise-link-down-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,10,15,92597,17574,4550,0.162936,233.7
novice,p2,dc_clos_bgp,dc-clos-false-premise-spine-crash-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.7333333333333334,34,18,495472,81495,52256,1.239109,1042.0
novice,p2,dc_clos_bgp,dc-clos-false-premise-spine-crash-novice,react-full,gpt-5,scored,True,False,1.0,,0.9333333333333332,9,5584,5504,0,4116,0.048828,199.9
novice,p2,dc_clos_bgp,dc-clos-false-premise-spine-crash-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,10,15,91468,17130,3959,0.15207,224.4
novice,p2,dc_clos_bgp,dc-clos-false-premise-superspine-blackhole-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,27,16,243542,36196,22914,0.553534,513.3
novice,p2,dc_clos_bgp,dc-clos-false-premise-superspine-blackhole-novice,react-full,gpt-5,scored,True,False,1.0,,0.9666666666666667,17,12805,35456,0,10499,0.125428,325.4
novice,p2,dc_clos_bgp,dc-clos-false-premise-superspine-blackhole-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9333333333333332,28,27,267240,39077,17090,0.484105,457.8
novice,p2,Kath1,kath1-false-premise-dns-down-novice,cc-baseline,claude-sonnet-4-6,scored,True,True,0.3,,0.9,19,15,147322,22787,8461,0.259298,319.6
novice,p2,Kath1,kath1-false-premise-dns-down-novice,react-full,gpt-5,scored,True,True,0.3,,0.8666666666666667,38,15846,109952,0,12161,0.155162,355.4
novice,p2,Kath1,kath1-false-premise-dns-down-novice,sade,claude-sonnet-4-6,scored,True,True,0.3,,0.9666666666666667,16,24,341924,40025,13669,0.460463,454.2
novice,p2,Kath1,kath1-false-premise-gateway-flapping-novice,cc-baseline,claude-sonnet-4-6,scored,True,True,0.3,,0.3666666666666667,56,23,783057,84573,47248,1.263534,1017.3
novice,p2,Kath1,kath1-false-premise-gateway-flapping-novice,react-full,gpt-5,scored,True,True,0.0,,0.5333333333333333,37,28315,242304,0,35655,0.422232,655.2
novice,p2,Kath1,kath1-false-premise-gateway-flapping-novice,sade,claude-sonnet-4-6,scored,True,False,0.7,,0.9,18,23,306321,50473,25142,0.661053,637.5
novice,p2,Kath1,kath1-false-premise-internet-down-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9333333333333332,28,20,306961,43839,26531,0.657175,671.9
novice,p2,Kath1,kath1-false-premise-internet-down-novice,react-full,gpt-5,scored,True,True,0.0,,0.26666666666666666,17,16369,135808,0,15173,0.189167,476.3
novice,p2,Kath1,kath1-false-premise-internet-down-novice,sade,claude-sonnet-4-6,scored,True,True,0.0,,1.0,23,27,492760,57064,29038,0.800134,683.6
novice,p2,Kath1,kath1-false-premise-internet-slow-novice,cc-baseline,claude-sonnet-4-6,scored,True,True,0.3,,0.9333333333333332,46,21,680529,87360,43464,1.186473,998.8
novice,p2,Kath1,kath1-false-premise-internet-slow-novice,react-full,gpt-5,scored,True,True,0.0,,0.5,41,18368,101504,0,14720,0.182848,413.1
novice,p2,Kath1,kath1-false-premise-internet-slow-novice,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.8333333333333334,22,26,433384,49044,20510,0.624334,559.6
novice,p2,Kath1,kath1-false-premise-interoffice-down-novice,cc-baseline,claude-sonnet-4-6,scored,True,True,0.3,,0.9,13,20,294059,38512,17736,0.501428,493.5
novice,p2,Kath1,kath1-false-premise-interoffice-down-novice,react-full,gpt-5,scored,True,True,0.0,,0.9666666666666667,15,6856,32256,0,6444,0.077042,285.2
novice,p2,Kath1,kath1-false-premise-interoffice-down-novice,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.39999999999999997,29,29,664849,95896,66339,1.556927,1355.9
novice,p2,Kath1,kath1-false-premise-intra-office-down-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.8666666666666667,18,12,137664,29060,9027,0.288388,330.1
novice,p2,Kath1,kath1-false-premise-intra-office-down-novice,react-full,gpt-5,scored,True,True,0.3,,0.9,7,5334,24960,0,4386,0.053648,217.6
novice,p2,Kath1,kath1-false-premise-intra-office-down-novice,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.9,18,23,295747,48467,29833,0.720707,720.0
novice,p2,Kath1,kath1-false-premise-officeb-isolated-novice,cc-baseline,claude-sonnet-4-6,scored,True,True,0.0,,0.39999999999999997,9,10,77943,16316,4471,0.154352,230.0
novice,p2,Kath1,kath1-false-premise-officeb-isolated-novice,react-full,gpt-5,scored,True,False,1.0,,1.0,4,4068,14848,0,3776,0.044701,192.2
novice,p2,Kath1,kath1-false-premise-officeb-isolated-novice,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.9,28,27,645893,93008,72582,1.634038,1458.7
novice,p2,Kath1,kath1-false-premise-ospf-flapping-novice,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,40,24,516651,51114,17888,0.617756,469.0
novice,p2,Kath1,kath1-false-premise-ospf-flapping-novice,react-full,gpt-5,scored,True,True,0.0,,0.2333333333333333,39,37679,154624,0,17364,0.240067,413.0
novice,p2,Kath1,kath1-false-premise-ospf-flapping-novice,sade,claude-sonnet-4-6,scored,True,False,0.7,,0.9333333333333332,30,26,449405,57350,32824,0.845008,766.0
novice,p2,Kath1,kath1-false-premise-wifi-down-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,33,19,513562,65915,30739,0.865063,735.5
novice,p2,Kath1,kath1-false-premise-wifi-down-novice,react-full,gpt-5,scored,True,True,0.0,,0.8666666666666667,24,37964,388608,0,14272,0.238751,411.3
novice,p2,Kath1,kath1-false-premise-wifi-down-novice,sade,claude-sonnet-4-6,scored,True,True,0.3,,1.0,28,29,562535,77831,49661,1.208295,1071.9
novice,p2,Kath2,kath2-false-premise-cs-lab-server-room-unreachable-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.8333333333333334,20,14,116858,21849,7309,0.228217,297.7
novice,p2,Kath2,kath2-false-premise-cs-lab-server-room-unreachable-novice,react-full,gpt-5,scored,True,True,0.0,,0.6,14,4928,24576,0,6422,0.073452,255.1
novice,p2,Kath2,kath2-false-premise-cs-lab-server-room-unreachable-novice,sade,claude-sonnet-4-6,scored,True,True,0.3,,0.5666666666666667,21,26,278971,29962,10300,0.352186,380.4
novice,p2,Kath2,kath2-false-premise-dept-gateway-flapping-novice,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,49,28,529891,49822,22547,0.685658,563.6
novice,p2,Kath2,kath2-false-premise-dept-gateway-flapping-novice,react-full,gpt-5,scored,True,True,0.0,,0.43333333333333335,35,25263,189184,0,31305,0.368277,699.7
novice,p2,Kath2,kath2-false-premise-dept-gateway-flapping-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9333333333333332,17,21,197311,26172,9564,0.302425,368.7
novice,p2,Kath2,kath2-false-premise-healthy-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,37,21,398620,40238,20410,0.578241,525.3
novice,p2,Kath2,kath2-false-premise-healthy-novice,react-full,gpt-5,scored,True,False,0.7,,0.9333333333333332,8,3387,10112,0,2318,0.028678,193.0
novice,p2,Kath2,kath2-false-premise-healthy-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,27,28,329742,35069,13148,0.429299,419.9
novice,p2,Kath2,kath2-false-premise-interdept-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,39,16,249228,34912,15865,0.445256,443.4
novice,p2,Kath2,kath2-false-premise-interdept-novice,react-full,gpt-5,scored,True,False,1.0,,0.9333333333333332,14,9143,16384,0,3039,0.043867,186.6
novice,p2,Kath2,kath2-false-premise-interdept-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,33,31,474706,42620,19771,0.600445,561.9
novice,p2,Kath2,kath2-false-premise-it-lab3-isolated-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,1.0,20,12,112336,18822,5500,0.188406,252.5
novice,p2,Kath2,kath2-false-premise-it-lab3-isolated-novice,react-full,gpt-5,scored,True,False,1.0,,0.9333333333333332,18,9124,69760,0,7679,0.096915,273.4
novice,p2,Kath2,kath2-false-premise-it-lab3-isolated-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,29,27,391400,37722,17451,0.522305,500.1
novice,p2,Kath2,kath2-false-premise-office-internet-lab-unreachable-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,29,16,157251,23776,7186,0.245729,289.4
novice,p2,Kath2,kath2-false-premise-office-internet-lab-unreachable-novice,react-full,gpt-5,scored,True,False,1.0,,0.9333333333333332,11,4203,17408,0,2967,0.0371,202.7
novice,p2,Kath2,kath2-false-premise-office-internet-lab-unreachable-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,19,23,201221,29580,11609,0.347056,391.1
novice,p2,Kath2,kath2-false-premise-rip-reconverging-novice,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,57,26,800487,91186,29933,1.032732,692.4
novice,p2,Kath2,kath2-false-premise-rip-reconverging-novice,react-full,gpt-5,no_output,False,,,,,45,36032,203264,0,44210,0.512548,730.4
novice,p2,Kath2,kath2-false-premise-rip-reconverging-novice,sade,claude-sonnet-4-6,no_submission,False,,,,,41,29,531269,60614,32059,0.869245,724.0
novice,p2,Kath2,kath2-false-premise-router0-dropping-packets-novice,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,57,30,543213,45381,15693,0.570219,455.5
novice,p2,Kath2,kath2-false-premise-router0-dropping-packets-novice,react-full,gpt-5,no_output,False,,,,,70,38614,460800,0,48425,0.590117,837.7
novice,p2,Kath2,kath2-false-premise-router0-dropping-packets-novice,sade,claude-sonnet-4-6,scored,True,False,0.7,,0.9,32,30,486671,54278,29661,0.796135,726.6
novice,p2,Kath2,kath2-false-premise-switch0-failed-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,0.7,,1.0,27,17,188875,23999,7758,0.26464,294.3
novice,p2,Kath2,kath2-false-premise-switch0-failed-novice,react-full,gpt-5,scored,True,False,0.7,,0.9,21,15154,28800,0,5452,0.077063,218.3
novice,p2,Kath2,kath2-false-premise-switch0-failed-novice,sade,claude-sonnet-4-6,scored,True,False,0.7,,1.0,27,25,316782,38843,17045,0.498011,506.2
novice,p2,Kath3,kath3-false-premise-gateway-flapping-novice,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,58,26,684853,66059,28109,0.880469,738.7
novice,p2,Kath3,kath3-false-premise-gateway-flapping-novice,react-full,gpt-5,scored,True,True,0.0,,0.43333333333333335,62,39145,411264,0,42617,0.526509,790.2
novice,p2,Kath3,kath3-false-premise-gateway-flapping-novice,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.8666666666666667,35,27,632699,69268,40574,1.06384,968.4
novice,p2,Kath3,kath3-false-premise-intervlan-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,38,24,420799,39790,13504,0.48366,431.0
novice,p2,Kath3,kath3-false-premise-intervlan-novice,react-full,gpt-5,scored,True,False,0.7,,0.9333333333333332,5,3341,25216,0,3187,0.039198,212.2
novice,p2,Kath3,kath3-false-premise-intervlan-novice,sade,claude-sonnet-4-6,scored,True,True,0.0,,1.0,24,26,450595,57129,35986,0.894846,846.2
novice,p2,Kath3,kath3-false-premise-intra-locationA-neighbor-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,1.0,5,10,91919,20102,4041,0.16917,235.4
novice,p2,Kath3,kath3-false-premise-intra-locationA-neighbor-novice,react-full,gpt-5,scored,True,False,1.0,,0.9666666666666667,9,4963,35200,0,3188,0.042484,219.9
novice,p2,Kath3,kath3-false-premise-intra-locationA-neighbor-novice,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.7666666666666666,18,22,292308,43701,20381,0.562929,597.1
novice,p2,Kath3,kath3-false-premise-intra-locationB-neighbor-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.8666666666666667,8,9,71234,17383,2429,0.128588,211.2
novice,p2,Kath3,kath3-false-premise-intra-locationB-neighbor-novice,react-full,gpt-5,scored,True,False,1.0,,0.8666666666666667,3,2760,25216,0,2425,0.030852,203.9
novice,p2,Kath3,kath3-false-premise-intra-locationB-neighbor-novice,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.9,19,21,270566,36235,14332,0.437664,468.2
novice,p2,Kath3,kath3-false-premise-locationA-outage-novice,cc-baseline,claude-sonnet-4-6,scored,True,True,0.0,,0.3666666666666667,19,12,168268,44065,24512,0.58901,629.7
novice,p2,Kath3,kath3-false-premise-locationA-outage-novice,react-full,gpt-5,scored,True,True,0.0,,0.6666666666666666,40,28797,207872,0,17948,0.24146,456.8
novice,p2,Kath3,kath3-false-premise-locationA-outage-novice,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.7666666666666666,22,24,371484,47061,23337,0.643631,642.3
novice,p2,Kath3,kath3-false-premise-locationC-isolated-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,25,12,174379,43040,19842,0.516932,540.2
novice,p2,Kath3,kath3-false-premise-locationC-isolated-novice,react-full,gpt-5,scored,True,False,0.7,,0.8666666666666667,10,12014,37248,0,4022,0.059894,251.7
novice,p2,Kath3,kath3-false-premise-locationC-isolated-novice,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.5333333333333333,18,23,290691,48360,25215,0.652403,656.6
novice,p2,Kath3,kath3-false-premise-rip-flapping-novice,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,63,24,1069918,195775,78997,2.245722,1786.4
novice,p2,Kath3,kath3-false-premise-rip-flapping-novice,react-full,gpt-5,scored,True,True,0.0,,0.6,48,27346,177408,0,32162,0.377978,697.8
novice,p2,Kath3,kath3-false-premise-rip-flapping-novice,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.9333333333333332,20,22,298352,44327,18215,0.534591,546.7
novice,p2,Kath3,kath3-false-premise-router4-down-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,1.0,35,22,486349,44791,15772,0.556098,480.6
novice,p2,Kath3,kath3-false-premise-router4-down-novice,react-full,gpt-5,scored,True,False,0.7,,0.9,15,12589,44800,0,7060,0.091936,280.3
novice,p2,Kath3,kath3-false-premise-router4-down-novice,sade,claude-sonnet-4-6,scored,True,True,0.0,,1.0,19,19,285130,40409,18782,0.524436,545.0
novice,p2,Kath3,kath3-false-premise-vlan20-to-vlan10-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,1.0,37,22,469901,42078,15862,0.542348,457.2
novice,p2,Kath3,kath3-false-premise-vlan20-to-vlan10-novice,react-full,gpt-5,scored,True,False,1.0,,0.8666666666666667,15,10411,109824,0,9045,0.117192,323.7
novice,p2,Kath3,kath3-false-premise-vlan20-to-vlan10-novice,sade,claude-sonnet-4-6,scored,True,True,0.3,,1.0,10,12,93113,27289,11137,0.302943,394.5
novice,p2,Kath4,kath4-false-premise-campus-isolation-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.8666666666666667,23,14,163571,40105,16229,0.446286,439.2
novice,p2,Kath4,kath4-false-premise-campus-isolation-novice,react-full,gpt-5,scored,True,False,0.7,,0.9666666666666667,10,21082,10496,0,4225,0.069915,217.8
novice,p2,Kath4,kath4-false-premise-campus-isolation-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,19,21,283978,41475,16614,0.493352,483.1
novice,p2,Kath4,kath4-false-premise-gateway-flapping-novice,cc-baseline,claude-sonnet-4-6,scored,True,True,0.0,,0.43333333333333335,28,16,346616,43075,15946,0.508112,436.2
novice,p2,Kath4,kath4-false-premise-gateway-flapping-novice,react-full,gpt-5,scored,True,True,0.0,,0.2333333333333333,27,43534,227072,0,34312,0.425922,703.6
novice,p2,Kath4,kath4-false-premise-gateway-flapping-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9,27,26,484163,61618,31274,0.848857,783.2
novice,p2,Kath4,kath4-false-premise-ospf-area-unstable-novice,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,65,26,770105,82505,41049,1.159554,917.5
novice,p2,Kath4,kath4-false-premise-ospf-area-unstable-novice,react-full,gpt-5,scored,True,True,0.0,,0.2333333333333333,47,20042,124928,0,19652,0.237188,384.9
novice,p2,Kath4,kath4-false-premise-ospf-area-unstable-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9,40,26,466600,50919,18596,0.613245,540.4
novice,p2,Kath4,kath4-false-premise-ospf-route-missing-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,1.0,27,16,300562,37047,11283,0.401743,365.4
novice,p2,Kath4,kath4-false-premise-ospf-route-missing-novice,react-full,gpt-5,scored,True,False,0.7,,1.0,3,9807,13056,0,2772,0.041611,189.9
novice,p2,Kath4,kath4-false-premise-ospf-route-missing-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.8666666666666667,18,20,244874,46783,25049,0.628068,612.3
novice,p2,Kath4,kath4-false-premise-pc11-isolated-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,1.0,22,15,199180,26074,8916,0.294636,331.7
novice,p2,Kath4,kath4-false-premise-pc11-isolated-novice,react-full,gpt-5,scored,True,False,1.0,,0.9,10,12964,65664,0,7344,0.097853,282.9
novice,p2,Kath4,kath4-false-premise-pc11-isolated-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,15,18,226665,33886,11087,0.36475,394.0
novice,p2,Kath4,kath4-false-premise-router16-core-down-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.8666666666666667,23,15,290145,41299,19139,0.532388,509.6
novice,p2,Kath4,kath4-false-premise-router16-core-down-novice,react-full,gpt-5,scored,True,False,0.7,,0.8333333333333334,10,8435,9344,0,2683,0.038542,193.3
novice,p2,Kath4,kath4-false-premise-router16-core-down-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,13,18,188758,31936,10083,0.331044,374.7
novice,p2,Kath4,kath4-false-premise-sshswitch-svi-down-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,13,10,92575,22916,7673,0.232152,281.6
novice,p2,Kath4,kath4-false-premise-sshswitch-svi-down-novice,react-full,gpt-5,scored,True,False,1.0,,0.8666666666666667,14,19201,56192,0,7843,0.109455,256.5
novice,p2,Kath4,kath4-false-premise-sshswitch-svi-down-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.8333333333333334,17,21,282339,47339,20225,0.56899,539.9
novice,p2,Kath4,kath4-false-premise-svi-intervlan-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9333333333333332,19,11,125239,29177,8489,0.277671,300.9
novice,p2,Kath4,kath4-false-premise-svi-intervlan-novice,react-full,gpt-5,scored,True,False,0.7,,1.0,6,8719,35200,0,3306,0.048359,210.4
novice,p2,Kath4,kath4-false-premise-svi-intervlan-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,12,19,184997,28652,5778,0.252994,303.9
novice,p2,Kath4,kath4-false-premise-switch4-trunk-vlan-dropped-novice,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.8666666666666667,36,18,425662,53393,28550,0.759578,636.7
novice,p2,Kath4,kath4-false-premise-switch4-trunk-vlan-dropped-novice,react-full,gpt-5,scored,True,False,1.0,,0.9666666666666667,11,14415,93440,0,12890,0.158599,302.2
novice,p2,Kath4,kath4-false-premise-switch4-trunk-vlan-dropped-novice,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,25,24,467776,58401,29235,0.801281,700.6
novice,p2,Kath5,kath5-false-premise-area4-virtual-link-collapsed-novice,cc-baseline,claude-sonnet-4-6,scored,True,True,0.0,,0.2333333333333333,54,23,643258,248079,96455,2.571488,1851.9
novice,p2,Kath5,kath5-false-premise-area4-virtual-link-collapsed-novice,react-full,gpt-5,scored,True,False,1.0,,0.9,34,36407,69120,0,23415,0.288299,440.8
